variable,PPL,Practice_Name,Enrollees
Patients,202105,CFVMC DIVISION OF DUKE OB/GYN,26
Patients,202105,CROSS CREEK PEDIATRICS,23
Patients,202105,CUMBERLAND COUNTY HEALTH DEPARTMENT,48
Patients,202105,"ERNESTO J.F. GRAHAM, MD",13
Patients,202105,FAYETTEVILLE CHILDREN'S CLINIC,11
Patients,202105,HEALTH PAVILION NORTH,21
Patients,202105,HOKE PRIMARY CARE,29
Patients,202105,HOPE MILLS FAMILY CARE,32
Patients,202105,HOPE MILLS URGENT CARE AND MEDICAL CLINIC,18
Patients,202105,JONES CENTER FOR WOMEN'S HEALTH,22
Patients,202105,KIDZCARE PEDIATRICS AT ALL AMERICAN,44
Patients,202105,KIDZCARE PEDIATRICS AT CAPE FEAR,49
Patients,202105,KIDZCARE PEDIATRICS AT HOPE MILLS,89
Patients,202105,KIDZCARE PEDIATRICS AT NORTHSIDE,90
Patients,202105,KIDZCARE PEDIATRICS AT SPRING LAKE,52
Patients,202105,KIDZCARE PEDIATRICS AT YADKIN,47
Patients,202105,LEGACY PEDIATRICS,24
Patients,202105,RAINBOW PEDIATRICS OF FAYETTEVILLE,123
Patients,202105,RAINBOW PEDIATRICS OF HOPE MILLS,41
Patients,202105,RAPHA PRIMARY CARE OF FAYETTEVILLE,65
Patients,202105,SOUTHEASTERN MEDICAL CLINIC-GRAY'S CREEK,21
Patients,202105,SOUTHERN REGIONAL AHEC,89
Patients,202105,STEDMAN MEDICAL CARE,26
Patients,202105,SUNSHINE PEDIATRICS,22
Patients,202105,WADE FAMILY MEDICAL CENTER - DOWNTOWN,19
Patients,202105,WESTSIDE MEDICAL CARE,30
Patients,202106,BIRTH AND WOMEN'S CARE,23
Patients,202106,CALVARY PEDIATRICS,51
Patients,202106,CAPE FEAR VALLEY PEDIATRICS,139
Patients,202106,CAPE FEAR VALLEY PRIMARY CARE - FAYETTEVILLE FAMILY,23
Patients,202106,CAROLINA PEDIATRIC GROUP,17
Patients,202106,CAROLINA URGENT AND FAMILY CARE,23
Patients,202106,CFVMC DIVISION OF DUKE OB/GYN,29
Patients,202106,CROSS CREEK PEDIATRICS,23
Patients,202106,CUMBERLAND COUNTY HEALTH DEPARTMENT,48
Patients,202106,"ERNESTO J.F. GRAHAM, MD",13
Patients,202106,FAYETTEVILLE CHILDREN'S CLINIC,11
Patients,202106,HEALTH PAVILION NORTH,20
Patients,202106,HOKE PRIMARY CARE,27
Patients,202106,HOPE MILLS FAMILY CARE,32
Patients,202106,HOPE MILLS URGENT CARE AND MEDICAL CLINIC,17
Patients,202106,JONES CENTER FOR WOMEN'S HEALTH,21
Patients,202106,KIDZCARE PEDIATRICS AT ALL AMERICAN,42
Patients,202106,KIDZCARE PEDIATRICS AT CAPE FEAR,52
Patients,202106,KIDZCARE PEDIATRICS AT HOPE MILLS,89
Patients,202106,KIDZCARE PEDIATRICS AT NORTHSIDE,89
Patients,202106,KIDZCARE PEDIATRICS AT SPRING LAKE,51
Patients,202106,KIDZCARE PEDIATRICS AT YADKIN,48
Patients,202106,LEGACY PEDIATRICS,21
Patients,202106,RAINBOW PEDIATRICS OF FAYETTEVILLE,123
Patients,202106,RAINBOW PEDIATRICS OF HOPE MILLS,44
Patients,202106,RAPHA PRIMARY CARE OF FAYETTEVILLE,64
Patients,202106,SOUTHEASTERN MEDICAL CLINIC-GRAY'S CREEK,22
Patients,202106,SOUTHERN REGIONAL AHEC,90
Patients,202106,STEDMAN MEDICAL CARE,25
Patients,202106,SUNSHINE PEDIATRICS,21
Patients,202106,WADE FAMILY MEDICAL CENTER - DOWNTOWN,18
Patients,202106,WESTSIDE MEDICAL CARE,29
Any.MH,202101,BIRTH AND WOMEN'S CARE,
Any.MH,202101,CALVARY PEDIATRICS,
Any.MH,202101,CAPE FEAR VALLEY PEDIATRICS,
Any.MH,202101,CAPE FEAR VALLEY PRIMARY CARE - FAYETTEVILLE FAMILY,
Any.MH,202101,CAROLINA PEDIATRIC GROUP,
Any.MH,202101,CAROLINA URGENT AND FAMILY CARE,
Any.MH,202101,CFVMC DIVISION OF DUKE OB/GYN,
Any.MH,202101,CROSS CREEK PEDIATRICS,
Any.MH,202101,CUMBERLAND COUNTY HEALTH DEPARTMENT,
Any.MH,202101,"ERNESTO J.F. GRAHAM, MD",
Any.MH,202101,FAYETTEVILLE CHILDREN'S CLINIC,
Any.MH,202101,HEALTH PAVILION NORTH,
Any.MH,202101,HOKE PRIMARY CARE,
Any.MH,202101,HOPE MILLS FAMILY CARE,
Any.MH,202101,HOPE MILLS URGENT CARE AND MEDICAL CLINIC,
Any.MH,202101,JONES CENTER FOR WOMEN'S HEALTH,
Any.MH,202101,KIDZCARE PEDIATRICS AT ALL AMERICAN,
Any.MH,202101,KIDZCARE PEDIATRICS AT CAPE FEAR,
Any.MH,202101,KIDZCARE PEDIATRICS AT HOPE MILLS,
Any.MH,202101,KIDZCARE PEDIATRICS AT NORTHSIDE,
Any.MH,202101,KIDZCARE PEDIATRICS AT SPRING LAKE,
Any.MH,202101,KIDZCARE PEDIATRICS AT YADKIN,
Any.MH,202101,LEGACY PEDIATRICS,
Any.MH,202101,RAINBOW PEDIATRICS OF FAYETTEVILLE,
Any.MH,202101,RAINBOW PEDIATRICS OF HOPE MILLS,
Any.MH,202101,RAPHA PRIMARY CARE OF FAYETTEVILLE,
Any.MH,202101,SOUTHEASTERN MEDICAL CLINIC-GRAY'S CREEK,
Any.MH,202101,SOUTHERN REGIONAL AHEC,
Any.MH,202101,STEDMAN MEDICAL CARE,
Any.MH,202101,SUNSHINE PEDIATRICS,
Any.MH,202101,WADE FAMILY MEDICAL CENTER - DOWNTOWN,
Any.MH,202101,WESTSIDE MEDICAL CARE,
Any.MH,202102,BIRTH AND WOMEN'S CARE,
Any.MH,202102,CALVARY PEDIATRICS,
Any.MH,202102,CAPE FEAR VALLEY PEDIATRICS,
Any.MH,202102,CAPE FEAR VALLEY PRIMARY CARE - FAYETTEVILLE FAMILY,
Any.MH,202102,CAROLINA PEDIATRIC GROUP,
Any.MH,202102,CAROLINA URGENT AND FAMILY CARE,
Any.MH,202102,CFVMC DIVISION OF DUKE OB/GYN,
Any.MH,202102,CROSS CREEK PEDIATRICS,
Any.MH,202102,CUMBERLAND COUNTY HEALTH DEPARTMENT,
Any.MH,202102,"ERNESTO J.F. GRAHAM, MD",
Any.MH,202102,FAYETTEVILLE CHILDREN'S CLINIC,
Any.MH,202102,HEALTH PAVILION NORTH,
Any.MH,202102,HOKE PRIMARY CARE,
Any.MH,202102,HOPE MILLS FAMILY CARE,
Any.MH,202102,HOPE MILLS URGENT CARE AND MEDICAL CLINIC,
Any.MH,202102,JONES CENTER FOR WOMEN'S HEALTH,
Any.MH,202102,KIDZCARE PEDIATRICS AT ALL AMERICAN,
Any.MH,202102,KIDZCARE PEDIATRICS AT CAPE FEAR,
Any.MH,202102,KIDZCARE PEDIATRICS AT HOPE MILLS,
Any.MH,202102,KIDZCARE PEDIATRICS AT NORTHSIDE,
Any.MH,202102,KIDZCARE PEDIATRICS AT SPRING LAKE,
Any.MH,202102,KIDZCARE PEDIATRICS AT YADKIN,
Any.MH,202102,LEGACY PEDIATRICS,
Any.MH,202102,RAINBOW PEDIATRICS OF FAYETTEVILLE,
Any.MH,202102,RAINBOW PEDIATRICS OF HOPE MILLS,
Any.MH,202102,RAPHA PRIMARY CARE OF FAYETTEVILLE,
Any.MH,202102,SOUTHEASTERN MEDICAL CLINIC-GRAY'S CREEK,
Any.MH,202102,SOUTHERN REGIONAL AHEC,
Any.MH,202102,STEDMAN MEDICAL CARE,
Any.MH,202102,SUNSHINE PEDIATRICS,
Any.MH,202102,WADE FAMILY MEDICAL CENTER - DOWNTOWN,
Any.MH,202102,WESTSIDE MEDICAL CARE,
Any.MH,202103,BIRTH AND WOMEN'S CARE,
Any.MH,202103,CALVARY PEDIATRICS,
Any.MH,202103,CAPE FEAR VALLEY PEDIATRICS,
Any.MH,202103,CAPE FEAR VALLEY PRIMARY CARE - FAYETTEVILLE FAMILY,
Any.MH,202103,CAROLINA PEDIATRIC GROUP,
Any.MH,202103,CAROLINA URGENT AND FAMILY CARE,
Any.MH,202103,CFVMC DIVISION OF DUKE OB/GYN,
Any.MH,202103,CROSS CREEK PEDIATRICS,
Any.MH,202103,CUMBERLAND COUNTY HEALTH DEPARTMENT,
Any.MH,202103,"ERNESTO J.F. GRAHAM, MD",
Any.MH,202103,FAYETTEVILLE CHILDREN'S CLINIC,
Any.MH,202103,HEALTH PAVILION NORTH,
Any.MH,202103,HOKE PRIMARY CARE,
Any.MH,202103,HOPE MILLS FAMILY CARE,
Any.MH,202103,HOPE MILLS URGENT CARE AND MEDICAL CLINIC,
Any.MH,202103,JONES CENTER FOR WOMEN'S HEALTH,
Any.MH,202103,KIDZCARE PEDIATRICS AT ALL AMERICAN,
Any.MH,202103,KIDZCARE PEDIATRICS AT CAPE FEAR,
Any.MH,202103,KIDZCARE PEDIATRICS AT HOPE MILLS,
Any.MH,202103,KIDZCARE PEDIATRICS AT NORTHSIDE,
Any.MH,202103,KIDZCARE PEDIATRICS AT SPRING LAKE,
Any.MH,202103,KIDZCARE PEDIATRICS AT YADKIN,
Any.MH,202103,LEGACY PEDIATRICS,
Any.MH,202103,RAINBOW PEDIATRICS OF FAYETTEVILLE,
Any.MH,202103,RAINBOW PEDIATRICS OF HOPE MILLS,
Any.MH,202103,RAPHA PRIMARY CARE OF FAYETTEVILLE,
Any.MH,202103,SOUTHEASTERN MEDICAL CLINIC-GRAY'S CREEK,
Any.MH,202103,SOUTHERN REGIONAL AHEC,
Any.MH,202103,STEDMAN MEDICAL CARE,
Any.MH,202103,SUNSHINE PEDIATRICS,
Any.MH,202103,WADE FAMILY MEDICAL CENTER - DOWNTOWN,
Any.MH,202103,WESTSIDE MEDICAL CARE,
Any.MH,202104,BIRTH AND WOMEN'S CARE,
Any.MH,202104,CALVARY PEDIATRICS,
Any.MH,202104,CAPE FEAR VALLEY PEDIATRICS,
Any.MH,202104,CAPE FEAR VALLEY PRIMARY CARE - FAYETTEVILLE FAMILY,
Any.MH,202104,CAROLINA PEDIATRIC GROUP,
Any.MH,202104,CAROLINA URGENT AND FAMILY CARE,
Any.MH,202104,CFVMC DIVISION OF DUKE OB/GYN,
Any.MH,202104,CROSS CREEK PEDIATRICS,
Any.MH,202104,CUMBERLAND COUNTY HEALTH DEPARTMENT,
Any.MH,202104,"ERNESTO J.F. GRAHAM, MD",
Any.MH,202104,FAYETTEVILLE CHILDREN'S CLINIC,
Any.MH,202104,HEALTH PAVILION NORTH,
Any.MH,202104,HOKE PRIMARY CARE,
Any.MH,202104,HOPE MILLS FAMILY CARE,
Any.MH,202104,HOPE MILLS URGENT CARE AND MEDICAL CLINIC,
Any.MH,202104,JONES CENTER FOR WOMEN'S HEALTH,
Any.MH,202104,KIDZCARE PEDIATRICS AT ALL AMERICAN,
Any.MH,202104,KIDZCARE PEDIATRICS AT CAPE FEAR,
Any.MH,202104,KIDZCARE PEDIATRICS AT HOPE MILLS,
Any.MH,202104,KIDZCARE PEDIATRICS AT NORTHSIDE,
Any.MH,202104,KIDZCARE PEDIATRICS AT SPRING LAKE,
Any.MH,202104,KIDZCARE PEDIATRICS AT YADKIN,
Any.MH,202104,LEGACY PEDIATRICS,
Any.MH,202104,RAINBOW PEDIATRICS OF FAYETTEVILLE,
Any.MH,202104,RAINBOW PEDIATRICS OF HOPE MILLS,
Any.MH,202104,RAPHA PRIMARY CARE OF FAYETTEVILLE,
Any.MH,202104,SOUTHEASTERN MEDICAL CLINIC-GRAY'S CREEK,
Any.MH,202104,SOUTHERN REGIONAL AHEC,
Any.MH,202104,STEDMAN MEDICAL CARE,
Any.MH,202104,SUNSHINE PEDIATRICS,
Any.MH,202104,WADE FAMILY MEDICAL CENTER - DOWNTOWN,
Any.MH,202104,WESTSIDE MEDICAL CARE,
Any.MH,202105,BIRTH AND WOMEN'S CARE,
Any.MH,202105,CALVARY PEDIATRICS,
Any.MH,202105,CAPE FEAR VALLEY PEDIATRICS,
Any.MH,202105,CAPE FEAR VALLEY PRIMARY CARE - FAYETTEVILLE FAMILY,
Any.MH,202105,CAROLINA PEDIATRIC GROUP,
Any.MH,202105,CAROLINA URGENT AND FAMILY CARE,
Any.MH,202105,CFVMC DIVISION OF DUKE OB/GYN,
Any.MH,202105,CROSS CREEK PEDIATRICS,
Any.MH,202105,CUMBERLAND COUNTY HEALTH DEPARTMENT,
Any.MH,202105,"ERNESTO J.F. GRAHAM, MD",
Any.MH,202105,FAYETTEVILLE CHILDREN'S CLINIC,
Any.MH,202105,HEALTH PAVILION NORTH,
Any.MH,202105,HOKE PRIMARY CARE,
Any.MH,202105,HOPE MILLS FAMILY CARE,
Any.MH,202105,HOPE MILLS URGENT CARE AND MEDICAL CLINIC,
Any.MH,202105,JONES CENTER FOR WOMEN'S HEALTH,
Any.MH,202105,KIDZCARE PEDIATRICS AT ALL AMERICAN,
Any.MH,202105,KIDZCARE PEDIATRICS AT CAPE FEAR,
Any.MH,202105,KIDZCARE PEDIATRICS AT HOPE MILLS,
Any.MH,202105,KIDZCARE PEDIATRICS AT NORTHSIDE,
Any.MH,202105,KIDZCARE PEDIATRICS AT SPRING LAKE,
Any.MH,202105,KIDZCARE PEDIATRICS AT YADKIN,
Any.MH,202105,LEGACY PEDIATRICS,
Any.MH,202105,RAINBOW PEDIATRICS OF FAYETTEVILLE,
Any.MH,202105,RAINBOW PEDIATRICS OF HOPE MILLS,
Any.MH,202105,RAPHA PRIMARY CARE OF FAYETTEVILLE,
Any.MH,202105,SOUTHEASTERN MEDICAL CLINIC-GRAY'S CREEK,
Any.MH,202105,SOUTHERN REGIONAL AHEC,
Any.MH,202105,STEDMAN MEDICAL CARE,
Any.MH,202105,SUNSHINE PEDIATRICS,
Any.MH,202105,WADE FAMILY MEDICAL CENTER - DOWNTOWN,
Any.MH,202105,WESTSIDE MEDICAL CARE,
Any.MH,202106,BIRTH AND WOMEN'S CARE,
Any.MH,202106,CALVARY PEDIATRICS,
Any.MH,202106,CAPE FEAR VALLEY PEDIATRICS,
Any.MH,202106,CAPE FEAR VALLEY PRIMARY CARE - FAYETTEVILLE FAMILY,
Any.MH,202106,CAROLINA PEDIATRIC GROUP,
Any.MH,202106,CAROLINA URGENT AND FAMILY CARE,
Any.MH,202106,CFVMC DIVISION OF DUKE OB/GYN,
Any.MH,202106,CROSS CREEK PEDIATRICS,
Any.MH,202106,CUMBERLAND COUNTY HEALTH DEPARTMENT,
Any.MH,202106,"ERNESTO J.F. GRAHAM, MD",
Any.MH,202106,FAYETTEVILLE CHILDREN'S CLINIC,
Any.MH,202106,HEALTH PAVILION NORTH,
Any.MH,202106,HOKE PRIMARY CARE,
Any.MH,202106,HOPE MILLS FAMILY CARE,
Any.MH,202106,HOPE MILLS URGENT CARE AND MEDICAL CLINIC,
Any.MH,202106,JONES CENTER FOR WOMEN'S HEALTH,
Any.MH,202106,KIDZCARE PEDIATRICS AT ALL AMERICAN,
Any.MH,202106,KIDZCARE PEDIATRICS AT CAPE FEAR,
Any.MH,202106,KIDZCARE PEDIATRICS AT HOPE MILLS,
Any.MH,202106,KIDZCARE PEDIATRICS AT NORTHSIDE,
Any.MH,202106,KIDZCARE PEDIATRICS AT SPRING LAKE,
Any.MH,202106,KIDZCARE PEDIATRICS AT YADKIN,
Any.MH,202106,LEGACY PEDIATRICS,
Any.MH,202106,RAINBOW PEDIATRICS OF FAYETTEVILLE,
Any.MH,202106,RAINBOW PEDIATRICS OF HOPE MILLS,
Any.MH,202106,RAPHA PRIMARY CARE OF FAYETTEVILLE,
Any.MH,202106,SOUTHEASTERN MEDICAL CLINIC-GRAY'S CREEK,
Any.MH,202106,SOUTHERN REGIONAL AHEC,
Any.MH,202106,STEDMAN MEDICAL CARE,
Any.MH,202106,SUNSHINE PEDIATRICS,
Any.MH,202106,WADE FAMILY MEDICAL CENTER - DOWNTOWN,
Any.MH,202106,WESTSIDE MEDICAL CARE,
ADHD,202101,BIRTH AND WOMEN'S CARE,
ADHD,202101,CALVARY PEDIATRICS,
ADHD,202101,CAPE FEAR VALLEY PEDIATRICS,
ADHD,202101,CAPE FEAR VALLEY PRIMARY CARE - FAYETTEVILLE FAMILY,
ADHD,202101,CAROLINA PEDIATRIC GROUP,
ADHD,202101,CAROLINA URGENT AND FAMILY CARE,
ADHD,202101,CFVMC DIVISION OF DUKE OB/GYN,
ADHD,202101,CROSS CREEK PEDIATRICS,
ADHD,202101,CUMBERLAND COUNTY HEALTH DEPARTMENT,
ADHD,202101,"ERNESTO J.F. GRAHAM, MD",
ADHD,202101,FAYETTEVILLE CHILDREN'S CLINIC,
ADHD,202101,HEALTH PAVILION NORTH,
ADHD,202101,HOKE PRIMARY CARE,
ADHD,202101,HOPE MILLS FAMILY CARE,
ADHD,202101,HOPE MILLS URGENT CARE AND MEDICAL CLINIC,
ADHD,202101,JONES CENTER FOR WOMEN'S HEALTH,
ADHD,202101,KIDZCARE PEDIATRICS AT ALL AMERICAN,
ADHD,202101,KIDZCARE PEDIATRICS AT CAPE FEAR,
ADHD,202101,KIDZCARE PEDIATRICS AT HOPE MILLS,
ADHD,202101,KIDZCARE PEDIATRICS AT NORTHSIDE,
ADHD,202101,KIDZCARE PEDIATRICS AT SPRING LAKE,
ADHD,202101,KIDZCARE PEDIATRICS AT YADKIN,
ADHD,202101,LEGACY PEDIATRICS,
ADHD,202101,RAINBOW PEDIATRICS OF FAYETTEVILLE,
ADHD,202101,RAINBOW PEDIATRICS OF HOPE MILLS,
ADHD,202101,RAPHA PRIMARY CARE OF FAYETTEVILLE,
ADHD,202101,SOUTHEASTERN MEDICAL CLINIC-GRAY'S CREEK,
ADHD,202101,SOUTHERN REGIONAL AHEC,
ADHD,202101,STEDMAN MEDICAL CARE,
ADHD,202101,SUNSHINE PEDIATRICS,
ADHD,202101,WADE FAMILY MEDICAL CENTER - DOWNTOWN,
ADHD,202101,WESTSIDE MEDICAL CARE,
ADHD,202102,BIRTH AND WOMEN'S CARE,
ADHD,202102,CALVARY PEDIATRICS,
ADHD,202102,CAPE FEAR VALLEY PEDIATRICS,
ADHD,202102,CAPE FEAR VALLEY PRIMARY CARE - FAYETTEVILLE FAMILY,
ADHD,202102,CAROLINA PEDIATRIC GROUP,
ADHD,202102,CAROLINA URGENT AND FAMILY CARE,
ADHD,202102,CFVMC DIVISION OF DUKE OB/GYN,
ADHD,202102,CROSS CREEK PEDIATRICS,
ADHD,202102,CUMBERLAND COUNTY HEALTH DEPARTMENT,
ADHD,202102,"ERNESTO J.F. GRAHAM, MD",
ADHD,202102,FAYETTEVILLE CHILDREN'S CLINIC,
ADHD,202102,HEALTH PAVILION NORTH,
ADHD,202102,HOKE PRIMARY CARE,
ADHD,202102,HOPE MILLS FAMILY CARE,
ADHD,202102,HOPE MILLS URGENT CARE AND MEDICAL CLINIC,
ADHD,202102,JONES CENTER FOR WOMEN'S HEALTH,
ADHD,202102,KIDZCARE PEDIATRICS AT ALL AMERICAN,
ADHD,202102,KIDZCARE PEDIATRICS AT CAPE FEAR,
ADHD,202102,KIDZCARE PEDIATRICS AT HOPE MILLS,
ADHD,202102,KIDZCARE PEDIATRICS AT NORTHSIDE,
ADHD,202102,KIDZCARE PEDIATRICS AT SPRING LAKE,
